Name,Label
S2418_C01_006E,Estimate Median earnings (dollars) Civilian employed population 16 years and over with earnings Local government workers
S2418_C01_007E,Estimate Median earnings (dollars) Civilian employed population 16 years and over with earnings State government workers
S2418_C01_008E,Estimate Median earnings (dollars) Civilian employed population 16 years and over with earnings Federal government workers
S2418_C01_009E,Estimate Median earnings (dollars) Civilian employed population 16 years and over with earnings Self-employed in own not incorporated business workers and unpaid family workers
S2418_C02_001E,Estimate Median earnings (dollars) for male Civilian employed population 16 years and over with earnings
S2418_C02_002E,Estimate Median earnings (dollars) for male Civilian employed population 16 years and over with earnings Private for-profit wage and salary workers:
S2418_C02_003E,Estimate Median earnings (dollars) for male Civilian employed population 16 years and over with earnings Private for-profit wage and salary workers: Employee of private company workers
S2418_C02_004E,Estimate Median earnings (dollars) for male Civilian employed population 16 years and over with earnings Private for-profit wage and salary workers: Self-employed in own incorporated business workers
S2418_C02_005E,Estimate Median earnings (dollars) for male Civilian employed population 16 years and over with earnings Private not-for-profit wage and salary workers
S2418_C02_006E,Estimate Median earnings (dollars) for male Civilian employed population 16 years and over with earnings Local government workers
S2418_C02_007E,Estimate Median earnings (dollars) for male Civilian employed population 16 years and over with earnings State government workers
S2418_C02_008E,Estimate Median earnings (dollars) for male Civilian employed population 16 years and over with earnings Federal government workers
S2418_C02_009E,Estimate Median earnings (dollars) for male Civilian employed population 16 years and over with earnings Self-employed in own not incorporated business workers and unpaid family workers
S2418_C03_001E,Estimate Median earnings (dollars) for female Civilian employed population 16 years and over with earnings
S2418_C03_002E,Estimate Median earnings (dollars) for female Civilian employed population 16 years and over with earnings Private for-profit wage and salary workers:
S2418_C03_003E,Estimate Median earnings (dollars) for female Civilian employed population 16 years and over with earnings Private for-profit wage and salary workers: Employee of private company workers
S2418_C03_004E,Estimate Median earnings (dollars) for female Civilian employed population 16 years and over with earnings Private for-profit wage and salary workers: Self-employed in own incorporated business workers
S2418_C03_005E,Estimate Median earnings (dollars) for female Civilian employed population 16 years and over with earnings Private not-for-profit wage and salary workers
S2418_C03_006E,Estimate Median earnings (dollars) for female Civilian employed population 16 years and over with earnings Local government workers
S2418_C03_007E,Estimate Median earnings (dollars) for female Civilian employed population 16 years and over with earnings State government workers
S2418_C03_008E,Estimate Median earnings (dollars) for female Civilian employed population 16 years and over with earnings Federal government workers
S2418_C03_009E,Estimate Median earnings (dollars) for female Civilian employed population 16 years and over with earnings Self-employed in own not incorporated business workers and unpaid family workers
S2418_C04_001E,Estimate Women's earnings as a percentage of men's earning Civilian employed population 16 years and over with earnings
S2418_C04_002E,Estimate Women's earnings as a percentage of men's earning Civilian employed population 16 years and over with earnings Private for-profit wage and salary workers:
S2418_C04_003E,Estimate Women's earnings as a percentage of men's earning Civilian employed population 16 years and over with earnings Private for-profit wage and salary workers: Employee of private company workers
S2418_C04_004E,Estimate Women's earnings as a percentage of men's earning Civilian employed population 16 years and over with earnings Private for-profit wage and salary workers: Self-employed in own incorporated business workers
S2418_C04_005E,Estimate Women's earnings as a percentage of men's earning Civilian employed population 16 years and over with earnings Private not-for-profit wage and salary workers
S2418_C04_006E,Estimate Women's earnings as a percentage of men's earning Civilian employed population 16 years and over with earnings Local government workers
S2418_C04_007E,Estimate Women's earnings as a percentage of men's earning Civilian employed population 16 years and over with earnings State government workers
S2418_C04_008E,Estimate Women's earnings as a percentage of men's earning Civilian employed population 16 years and over with earnings Federal government workers
S2418_C04_009E,Estimate Women's earnings as a percentage of men's earning Civilian employed population 16 years and over with earnings Self-employed in own not incorporated business workers and unpaid family workers
S2419_C01_001E,"Estimate Median earnings (dollars) Full-time, year-round civilian employed population 16 years and over with earnings"
S2419_C01_002E,"Estimate Median earnings (dollars) Full-time, year-round civilian employed population 16 years and over with earnings Private for-profit wage and salary workers:"
S2419_C01_003E,"Estimate Median earnings (dollars) Full-time, year-round civilian employed population 16 years and over with earnings Private for-profit wage and salary workers: Employee of private company workers"
S2419_C01_004E,"Estimate Median earnings (dollars) Full-time, year-round civilian employed population 16 years and over with earnings Private for-profit wage and salary workers: Self-employed in own incorporated business workers"
S2419_C01_005E,"Estimate Median earnings (dollars) Full-time, year-round civilian employed population 16 years and over with earnings Private not-for-profit wage and salary workers"
S2419_C01_006E,"Estimate Median earnings (dollars) Full-time, year-round civilian employed population 16 years and over with earnings Local government workers"
S2419_C01_007E,"Estimate Median earnings (dollars) Full-time, year-round civilian employed population 16 years and over with earnings State government workers"
S2419_C01_008E,"Estimate Median earnings (dollars) Full-time, year-round civilian employed population 16 years and over with earnings Federal government workers"
S2419_C01_009E,"Estimate Median earnings (dollars) Full-time, year-round civilian employed population 16 years and over with earnings Self-employed in own not incorporated business workers and unpaid family workers"
S2419_C02_001E,"Estimate Median earnings (dollars) for male Full-time, year-round civilian employed population 16 years and over with earnings"
S2419_C02_002E,"Estimate Median earnings (dollars) for male Full-time, year-round civilian employed population 16 years and over with earnings Private for-profit wage and salary workers:"
S2419_C02_003E,"Estimate Median earnings (dollars) for male Full-time, year-round civilian employed population 16 years and over with earnings Private for-profit wage and salary workers: Employee of private company workers"
S2419_C02_004E,"Estimate Median earnings (dollars) for male Full-time, year-round civilian employed population 16 years and over with earnings Private for-profit wage and salary workers: Self-employed in own incorporated business workers"
S2419_C02_005E,"Estimate Median earnings (dollars) for male Full-time, year-round civilian employed population 16 years and over with earnings Private not-for-profit wage and salary workers"
S2419_C02_006E,"Estimate Median earnings (dollars) for male Full-time, year-round civilian employed population 16 years and over with earnings Local government workers"
S2419_C02_007E,"Estimate Median earnings (dollars) for male Full-time, year-round civilian employed population 16 years and over with earnings State government workers"
S2419_C02_008E,"Estimate Median earnings (dollars) for male Full-time, year-round civilian employed population 16 years and over with earnings Federal government workers"
S2419_C02_009E,"Estimate Median earnings (dollars) for male Full-time, year-round civilian employed population 16 years and over with earnings Self-employed in own not incorporated business workers and unpaid family workers"
S2419_C03_001E,"Estimate Median earnings (dollars) for female Full-time, year-round civilian employed population 16 years and over with earnings"
S2419_C03_002E,"Estimate Median earnings (dollars) for female Full-time, year-round civilian employed population 16 years and over with earnings Private for-profit wage and salary workers:"
S2419_C03_003E,"Estimate Median earnings (dollars) for female Full-time, year-round civilian employed population 16 years and over with earnings Private for-profit wage and salary workers: Employee of private company workers"
S2419_C03_004E,"Estimate Median earnings (dollars) for female Full-time, year-round civilian employed population 16 years and over with earnings Private for-profit wage and salary workers: Self-employed in own incorporated business workers"
S2419_C03_005E,"Estimate Median earnings (dollars) for female Full-time, year-round civilian employed population 16 years and over with earnings Private not-for-profit wage and salary workers"
S2419_C03_006E,"Estimate Median earnings (dollars) for female Full-time, year-round civilian employed population 16 years and over with earnings Local government workers"
S2419_C03_007E,"Estimate Median earnings (dollars) for female Full-time, year-round civilian employed population 16 years and over with earnings State government workers"
S2419_C03_008E,"Estimate Median earnings (dollars) for female Full-time, year-round civilian employed population 16 years and over with earnings Federal government workers"
S2419_C03_009E,"Estimate Median earnings (dollars) for female Full-time, year-round civilian employed population 16 years and over with earnings Self-employed in own not incorporated business workers and unpaid family workers"
S2419_C04_001E,"Estimate Women's earnings as a percentage of men's earning Full-time, year-round civilian employed population 16 years and over with earnings"
S2419_C04_002E,"Estimate Women's earnings as a percentage of men's earning Full-time, year-round civilian employed population 16 years and over with earnings Private for-profit wage and salary workers:"
S2419_C04_003E,"Estimate Women's earnings as a percentage of men's earning Full-time, year-round civilian employed population 16 years and over with earnings Private for-profit wage and salary workers: Employee of private company workers"
S2419_C04_004E,"Estimate Women's earnings as a percentage of men's earning Full-time, year-round civilian employed population 16 years and over with earnings Private for-profit wage and salary workers: Self-employed in own incorporated business workers"
S2419_C04_005E,"Estimate Women's earnings as a percentage of men's earning Full-time, year-round civilian employed population 16 years and over with earnings Private not-for-profit wage and salary workers"
S2419_C04_006E,"Estimate Women's earnings as a percentage of men's earning Full-time, year-round civilian employed population 16 years and over with earnings Local government workers"
S2419_C04_007E,"Estimate Women's earnings as a percentage of men's earning Full-time, year-round civilian employed population 16 years and over with earnings State government workers"
S2419_C04_008E,"Estimate Women's earnings as a percentage of men's earning Full-time, year-round civilian employed population 16 years and over with earnings Federal government workers"
S2419_C04_009E,"Estimate Women's earnings as a percentage of men's earning Full-time, year-round civilian employed population 16 years and over with earnings Self-employed in own not incorporated business workers and unpaid family workers"
S2501_C01_001E,Estimate Occupied housing units Occupied housing units
S2501_C01_002E,Estimate Occupied housing units Occupied housing units HOUSEHOLD SIZE 1-person household
S2501_C01_003E,Estimate Occupied housing units Occupied housing units HOUSEHOLD SIZE 2-person household
S2501_C01_004E,Estimate Occupied housing units Occupied housing units HOUSEHOLD SIZE 3-person household
S2501_C01_005E,Estimate Occupied housing units Occupied housing units HOUSEHOLD SIZE 4-or-more-person household
S2501_C01_006E,Estimate Occupied housing units Occupied housing units OCCUPANTS PER ROOM 1.00 or less occupants per room
S2501_C01_007E,Estimate Occupied housing units Occupied housing units OCCUPANTS PER ROOM 1.01 to 1.50 occupants per room
S2501_C01_008E,Estimate Occupied housing units Occupied housing units OCCUPANTS PER ROOM 1.51 or more occupants per room
S2501_C01_009E,Estimate Occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households
S2501_C01_010E,Estimate Occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Married-couple family
S2501_C01_011E,Estimate Occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Married-couple family Householder 15 to 34 years
S2501_C01_012E,Estimate Occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Married-couple family Householder 35 to 64 years
S2501_C01_013E,Estimate Occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Married-couple family Householder 65 years and over
S2501_C01_014E,Estimate Occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family
S2501_C01_015E,"Estimate Occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family Male householder, no spouse present"
S2501_C01_016E,"Estimate Occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family Male householder, no spouse present Householder 15 to 34 years"
S2501_C01_017E,"Estimate Occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family Male householder, no spouse present Householder 35 to 64 years"
S2501_C01_018E,"Estimate Occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family Male householder, no spouse present Householder 65 years and over"
S2501_C01_019E,"Estimate Occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family Female householder, no spouse present"
S2501_C01_020E,"Estimate Occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family Female householder, no spouse present Householder 15 to 34 years"
S2501_C01_021E,"Estimate Occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family Female householder, no spouse present Householder 35 to 64 years"
S2501_C01_022E,"Estimate Occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family Female householder, no spouse present Householder 65 years and over"
S2501_C01_023E,Estimate Occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households
S2501_C01_024E,Estimate Occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households Householder living alone
S2501_C01_025E,Estimate Occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households Householder living alone Householder 15 to 34 years
S2501_C01_026E,Estimate Occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households Householder living alone Householder 35 to 64 years
S2501_C01_027E,Estimate Occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households Householder living alone Householder 65 years and over
S2501_C01_028E,Estimate Occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households Householder not living alone
S2501_C01_029E,Estimate Occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households Householder not living alone Householder 15 to 34 years
S2501_C01_030E,Estimate Occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households Householder not living alone Householder 35 to 64 years
S2501_C01_031E,Estimate Occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households Householder not living alone Householder 65 years and over
S2501_C01_032E,Estimate Occupied housing units Occupied housing units FAMILY TYPE AND PRESENCE OF OWN CHILDREN With related children of householder under 18 years
S2501_C01_033E,Estimate Occupied housing units Occupied housing units FAMILY TYPE AND PRESENCE OF OWN CHILDREN With related children of householder under 18 years With own children of householder under 18 years
S2501_C01_034E,Estimate Occupied housing units Occupied housing units FAMILY TYPE AND PRESENCE OF OWN CHILDREN With related children of householder under 18 years With own children of householder under 18 years Under 6 years only
S2501_C01_035E,Estimate Occupied housing units Occupied housing units FAMILY TYPE AND PRESENCE OF OWN CHILDREN With related children of householder under 18 years With own children of householder under 18 years Under 6 years and 6 to 17 years
S2501_C01_036E,Estimate Occupied housing units Occupied housing units FAMILY TYPE AND PRESENCE OF OWN CHILDREN With related children of householder under 18 years With own children of householder under 18 years 6 to 17 years only
S2501_C01_037E,Estimate Occupied housing units Occupied housing units FAMILY TYPE AND PRESENCE OF OWN CHILDREN With related children of householder under 18 years No own children of householder under 18 years
S2501_C01_038E,Estimate Occupied housing units Occupied housing units FAMILY TYPE AND PRESENCE OF OWN CHILDREN No related children of householder under 18 years
S2501_C02_001E,Estimate Percent occupied housing units Occupied housing units
S2501_C02_002E,Estimate Percent occupied housing units Occupied housing units HOUSEHOLD SIZE 1-person household
S2501_C02_003E,Estimate Percent occupied housing units Occupied housing units HOUSEHOLD SIZE 2-person household
S2501_C02_004E,Estimate Percent occupied housing units Occupied housing units HOUSEHOLD SIZE 3-person household
S2501_C02_005E,Estimate Percent occupied housing units Occupied housing units HOUSEHOLD SIZE 4-or-more-person household
S2501_C02_006E,Estimate Percent occupied housing units Occupied housing units OCCUPANTS PER ROOM 1.00 or less occupants per room
S2501_C02_007E,Estimate Percent occupied housing units Occupied housing units OCCUPANTS PER ROOM 1.01 to 1.50 occupants per room
S2501_C02_008E,Estimate Percent occupied housing units Occupied housing units OCCUPANTS PER ROOM 1.51 or more occupants per room
S2501_C02_009E,Estimate Percent occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households
S2501_C02_010E,Estimate Percent occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Married-couple family
S2501_C02_011E,Estimate Percent occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Married-couple family Householder 15 to 34 years
S2501_C02_012E,Estimate Percent occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Married-couple family Householder 35 to 64 years
S2501_C02_013E,Estimate Percent occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Married-couple family Householder 65 years and over
S2501_C02_014E,Estimate Percent occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family
S2501_C02_015E,"Estimate Percent occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family Male householder, no spouse present"
S2501_C02_016E,"Estimate Percent occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family Male householder, no spouse present Householder 15 to 34 years"
S2501_C02_017E,"Estimate Percent occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family Male householder, no spouse present Householder 35 to 64 years"
S2501_C02_018E,"Estimate Percent occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family Male householder, no spouse present Householder 65 years and over"
S2501_C02_019E,"Estimate Percent occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family Female householder, no spouse present"
S2501_C02_020E,"Estimate Percent occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family Female householder, no spouse present Householder 15 to 34 years"
S2501_C02_021E,"Estimate Percent occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family Female householder, no spouse present Householder 35 to 64 years"
S2501_C02_022E,"Estimate Percent occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family Female householder, no spouse present Householder 65 years and over"
S2501_C02_023E,Estimate Percent occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households
S2501_C02_024E,Estimate Percent occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households Householder living alone
S2501_C02_025E,Estimate Percent occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households Householder living alone Householder 15 to 34 years
S2501_C02_026E,Estimate Percent occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households Householder living alone Householder 35 to 64 years
S2501_C02_027E,Estimate Percent occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households Householder living alone Householder 65 years and over
S2501_C02_028E,Estimate Percent occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households Householder not living alone
S2501_C02_029E,Estimate Percent occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households Householder not living alone Householder 15 to 34 years
S2501_C02_030E,Estimate Percent occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households Householder not living alone Householder 35 to 64 years
S2501_C02_031E,Estimate Percent occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households Householder not living alone Householder 65 years and over
S2501_C02_032E,Estimate Percent occupied housing units Occupied housing units FAMILY TYPE AND PRESENCE OF OWN CHILDREN With related children of householder under 18 years
S2501_C02_033E,Estimate Percent occupied housing units Occupied housing units FAMILY TYPE AND PRESENCE OF OWN CHILDREN With related children of householder under 18 years With own children of householder under 18 years
S2501_C02_034E,Estimate Percent occupied housing units Occupied housing units FAMILY TYPE AND PRESENCE OF OWN CHILDREN With related children of householder under 18 years With own children of householder under 18 years Under 6 years only
S2501_C02_035E,Estimate Percent occupied housing units Occupied housing units FAMILY TYPE AND PRESENCE OF OWN CHILDREN With related children of householder under 18 years With own children of householder under 18 years Under 6 years and 6 to 17 years
S2501_C02_036E,Estimate Percent occupied housing units Occupied housing units FAMILY TYPE AND PRESENCE OF OWN CHILDREN With related children of householder under 18 years With own children of householder under 18 years 6 to 17 years only
S2501_C02_037E,Estimate Percent occupied housing units Occupied housing units FAMILY TYPE AND PRESENCE OF OWN CHILDREN With related children of householder under 18 years No own children of householder under 18 years
S2501_C02_038E,Estimate Percent occupied housing units Occupied housing units FAMILY TYPE AND PRESENCE OF OWN CHILDREN No related children of householder under 18 years
S2501_C03_001E,Estimate Owner-occupied housing units Occupied housing units
S2501_C03_002E,Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD SIZE 1-person household
S2501_C03_003E,Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD SIZE 2-person household
S2501_C03_004E,Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD SIZE 3-person household
S2501_C03_005E,Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD SIZE 4-or-more-person household
S2501_C03_006E,Estimate Owner-occupied housing units Occupied housing units OCCUPANTS PER ROOM 1.00 or less occupants per room
S2501_C03_007E,Estimate Owner-occupied housing units Occupied housing units OCCUPANTS PER ROOM 1.01 to 1.50 occupants per room
S2501_C03_008E,Estimate Owner-occupied housing units Occupied housing units OCCUPANTS PER ROOM 1.51 or more occupants per room
S2501_C03_009E,Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households
S2501_C03_010E,Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Married-couple family
S2501_C03_011E,Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Married-couple family Householder 15 to 34 years
S2501_C03_012E,Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Married-couple family Householder 35 to 64 years
S2501_C03_013E,Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Married-couple family Householder 65 years and over
S2501_C03_014E,Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family
S2501_C03_015E,"Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family Male householder, no spouse present"
S2501_C03_016E,"Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family Male householder, no spouse present Householder 15 to 34 years"
S2501_C03_017E,"Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family Male householder, no spouse present Householder 35 to 64 years"
S2501_C03_018E,"Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family Male householder, no spouse present Householder 65 years and over"
S2501_C03_019E,"Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family Female householder, no spouse present"
S2501_C03_020E,"Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family Female householder, no spouse present Householder 15 to 34 years"
S2501_C03_021E,"Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family Female householder, no spouse present Householder 35 to 64 years"
S2501_C03_022E,"Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Family households Other family Female householder, no spouse present Householder 65 years and over"
S2501_C03_023E,Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households
S2501_C03_024E,Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households Householder living alone
S2501_C03_025E,Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households Householder living alone Householder 15 to 34 years
S2501_C03_026E,Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households Householder living alone Householder 35 to 64 years
S2501_C03_027E,Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households Householder living alone Householder 65 years and over
S2501_C03_028E,Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households Householder not living alone
S2501_C03_029E,Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households Householder not living alone Householder 15 to 34 years
S2501_C03_030E,Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households Householder not living alone Householder 35 to 64 years
S2501_C03_031E,Estimate Owner-occupied housing units Occupied housing units HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER Nonfamily households Householder not living alone Householder 65 years and over
S2501_C03_032E,Estimate Owner-occupied housing units Occupied housing units FAMILY TYPE AND PRESENCE OF OWN CHILDREN With related children of householder under 18 years
S2501_C03_033E,Estimate Owner-occupied housing units Occupied housing units FAMILY TYPE AND PRESENCE OF OWN CHILDREN With related children of householder under 18 years With own children of householder under 18 years
S2501_C03_034E,Estimate Owner-occupied housing units Occupied housing units FAMILY TYPE AND PRESENCE OF OWN CHILDREN With related children of householder under 18 years With own children of householder under 18 years Under 6 years only
S2501_C03_035E,Estimate Owner-occupied housing units Occupied housing units FAMILY TYPE AND PRESENCE OF OWN CHILDREN With related children of householder under 18 years With own children of householder under 18 years Under 6 years and 6 to 17 years
S2501_C03_036E,Estimate Owner-occupied housing units Occupied housing units FAMILY TYPE AND PRESENCE OF OWN CHILDREN With related children of householder under 18 years With own children of householder under 18 years 6 to 17 years only
S2501_C03_037E,Estimate Owner-occupied housing units Occupied housing units FAMILY TYPE AND PRESENCE OF OWN CHILDREN With related children of householder under 18 years No own children of householder under 18 years
S2501_C03_038E,Estimate Owner-occupied housing units Occupied housing units FAMILY TYPE AND PRESENCE OF OWN CHILDREN No related children of householder under 18 years
S2501_C04_001E,Estimate Percent owner-occupied housing units Occupied housing units
S2501_C04_002E,Estimate Percent owner-occupied housing units Occupied housing units HOUSEHOLD SIZE 1-person household
S2501_C04_003E,Estimate Percent owner-occupied housing units Occupied housing units HOUSEHOLD SIZE 2-person household
S2501_C04_004E,Estimate Percent owner-occupied housing units Occupied housing units HOUSEHOLD SIZE 3-person household
